SalePrice,LotFrontage,LotArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MiscVal
128200,75.0,10650,182.0,0.0,894.0,0,894,1.0,1,0,3,1,0,1.0,365,0,0,0,0,0
216500,70.04995836802665,7851,625.0,235.0,860.0,1100,1960,1.0,2,1,4,1,2,2.0,288,48,0,0,0,0
89500,21.0,1680,358.0,125.0,483.0,504,987,0.0,1,1,2,1,0,1.0,0,0,0,0,0,0
185500,65.0,8773,24.0,1390.0,1414.0,0,1414,0.0,2,0,3,1,0,2.0,132,105,0,0,0,0
194500,70.04995836802665,9453,402.0,594.0,996.0,730,1744,0.0,2,1,3,1,0,2.0,370,70,0,0,0,0
318000,93.0,12030,0.0,1694.0,1694.0,0,1694,0.0,2,0,3,1,0,3.0,168,228,0,0,0,0
113000,52.0,8741,94.0,641.0,735.0,689,1487,0.0,1,1,3,1,1,1.0,0,140,0,0,0,0
262500,75.0,9000,1078.0,488.0,1566.0,0,1566,1.0,2,0,3,1,0,2.0,144,168,0,0,0,0
110500,40.0,3880,329.0,357.0,686.0,0,866,0.0,1,0,2,1,0,0.0,58,42,0,0,0,0
79000,63.0,5000,0.0,540.0,540.0,551,1440,0.0,1,0,3,1,0,1.0,0,0,77,0,0,0
120000,75.0,10762,0.0,626.0,626.0,591,1217,0.0,1,1,3,1,1,1.0,0,28,0,0,0,0
205000,70.04995836802665,8880,695.0,253.0,948.0,888,2110,1.0,2,1,3,1,2,2.0,0,130,0,0,0,0
241500,80.0,10400,929.0,916.0,1845.0,0,1872,0.0,2,0,3,1,1,2.0,197,39,0,0,0,0
137000,69.0,9142,0.0,1020.0,1020.0,1020,1928,0.0,2,0,4,2,0,1.0,0,60,112,0,0,0
140000,75.0,11310,0.0,1367.0,1367.0,0,1375,0.0,1,0,2,1,1,2.0,0,30,0,0,0,0
180000,72.0,11317,0.0,840.0,840.0,828,1668,0.0,2,1,3,1,0,2.0,144,68,0,0,0,0
277000,70.04995836802665,159000,697.0,747.0,1444.0,700,2144,0.0,2,0,4,1,2,2.0,0,98,0,0,0,500
76500,55.0,5350,0.0,728.0,728.0,0,1306,0.0,1,0,3,1,0,0.0,263,0,0,0,0,450
235000,44.0,4750,1573.0,0.0,1573.0,0,1625,1.0,2,0,2,1,1,2.0,123,0,0,153,0,0
173000,65.0,8366,0.0,798.0,798.0,842,1640,0.0,2,1,3,1,0,2.0,138,45,0,0,0,0
158000,85.0,9350,270.0,452.0,1302.0,0,1302,0.0,2,0,3,1,0,1.0,333,0,0,0,0,0
145000,70.0,8400,922.0,392.0,1314.0,0,1314,1.0,1,0,3,1,0,1.0,250,0,0,0,0,0
230000,66.0,8738,0.0,975.0,975.0,1286,2291,0.0,2,1,4,1,1,2.0,192,0,0,0,0,0
207500,64.0,8791,503.0,361.0,864.0,864,1728,0.0,2,1,3,1,0,2.0,216,56,0,0,0,0
220000,68.0,8814,1334.0,270.0,1604.0,0,1604,1.0,2,1,3,1,1,2.0,123,110,0,0,0,0
231500,80.0,12435,361.0,602.0,963.0,829,1792,0.0,2,1,3,1,1,2.0,0,96,0,0,0,0
97000,70.0,12702,0.0,0.0,0.0,0,882,0.0,1,0,2,1,0,1.0,0,45,0,0,0,0
176000,120.0,19296,672.0,0.0,1362.0,0,1382,1.0,1,0,3,1,1,2.0,0,0,252,0,0,0
276000,69.0,9588,0.0,1482.0,1482.0,1092,2574,0.0,2,1,3,1,1,3.0,0,148,0,0,0,0
151000,88.0,8471,506.0,0.0,506.0,0,1212,1.0,1,0,3,1,1,2.0,292,12,0,0,0,0
130000,50.0,5500,234.0,0.0,926.0,0,1316,1.0,1,0,3,1,0,2.0,0,0,0,0,0,0
73000,30.0,5232,0.0,680.0,680.0,0,764,0.0,1,0,2,1,0,2.0,0,0,0,0,0,0
175500,78.0,12090,588.0,606.0,1422.0,0,1422,0.0,2,0,3,1,1,2.0,276,0,0,0,0,0
185000,70.0,11207,714.0,88.0,802.0,709,1511,1.0,2,1,3,1,1,2.0,95,75,0,0,0,0
179500,60.0,8400,378.0,342.0,720.0,720,2192,0.0,2,1,4,1,1,1.0,262,24,0,0,0,0
120500,71.0,6900,403.0,212.0,740.0,0,778,0.0,1,0,2,1,1,1.0,0,25,0,0,0,0
148000,70.04995836802665,7917,751.0,392.0,1143.0,0,1113,1.0,1,1,3,1,1,1.0,370,30,0,0,0,0
266000,84.0,10728,0.0,1095.0,1095.0,844,1939,0.0,2,1,3,1,1,3.0,192,51,0,0,0,0
241500,73.0,39104,226.0,96.0,1385.0,0,1363,1.0,1,0,2,1,2,2.0,81,0,0,0,0,0
290000,92.0,11764,524.0,628.0,1152.0,1106,2270,0.0,2,1,4,1,1,3.0,132,57,0,0,0,0
139000,80.0,9600,620.0,0.0,1240.0,0,1632,1.0,2,0,3,1,1,1.0,289,0,0,0,0,0
124500,76.0,8314,546.0,270.0,816.0,0,816,0.0,1,0,2,1,0,1.0,168,0,0,0,0,0
205000,55.0,7264,0.0,952.0,952.0,596,1548,0.0,2,1,3,1,0,2.0,74,0,0,144,0,0
201000,129.0,9196,0.0,1560.0,1560.0,0,1560,0.0,2,0,3,1,0,2.0,100,150,0,0,0,0
141000,140.0,19138,120.0,744.0,864.0,0,864,0.0,1,0,2,1,0,2.0,0,0,0,0,0,0
415298,107.0,14450,0.0,2121.0,2121.0,0,2121,0.0,2,1,3,1,1,3.0,124,98,0,142,0,0
192000,83.0,10005,392.0,768.0,1160.0,866,2022,0.0,2,1,4,1,1,2.0,288,117,0,0,0,0
228500,82.0,11287,421.0,386.0,807.0,807,1982,0.0,2,1,3,1,1,2.0,0,84,0,0,0,0
185000,60.0,7200,905.0,357.0,1262.0,0,1262,0.0,2,0,2,1,0,2.0,0,120,0,0,0,0
207500,34.0,5063,904.0,410.0,1314.0,0,1314,1.0,2,0,2,1,1,2.0,172,62,0,0,0,0
244600,74.0,9612,0.0,1468.0,1468.0,0,1468,0.0,2,0,3,1,1,3.0,210,150,0,0,0,0
179200,50.0,8012,430.0,1145.0,1575.0,0,1575,1.0,2,0,2,1,0,2.0,0,0,52,0,0,0
164700,35.0,4251,0.0,625.0,625.0,625,1250,0.0,2,1,2,1,0,2.0,0,54,0,0,0,0
159000,77.0,9786,600.0,312.0,912.0,649,1734,0.0,1,1,3,1,1,2.0,0,0,0,128,0,0
88000,70.04995836802665,8125,614.0,244.0,858.0,0,858,0.0,1,0,3,1,0,0.0,0,0,0,0,0,0
122000,70.04995836802665,9819,450.0,432.0,882.0,0,900,0.0,1,0,3,1,0,1.0,0,0,0,0,0,0
153575,60.0,8730,0.0,698.0,698.0,698,1396,0.0,1,0,3,1,0,1.0,0,0,0,259,0,0
233230,120.0,15611,0.0,1079.0,1079.0,840,1919,0.0,2,1,3,1,1,2.0,0,51,0,0,0,0
135900,55.0,5687,210.0,570.0,780.0,780,1716,1.0,2,0,6,1,0,0.0,0,184,0,0,0,0
131000,60.0,11409,292.0,476.0,768.0,568,1716,0.0,1,1,3,1,1,1.0,0,0,0,160,0,0
235000,70.04995836802665,16659,795.0,0.0,795.0,795,2263,1.0,2,1,3,1,1,2.0,0,250,0,0,0,0
167000,80.0,9600,1285.0,131.0,1416.0,0,1644,1.0,1,0,3,1,2,2.0,110,0,0,0,0,0
142500,37.0,7937,819.0,184.0,1003.0,0,1003,1.0,1,0,3,1,0,2.0,120,0,0,0,0,0
152000,75.0,13710,420.0,490.0,910.0,648,1558,0.0,1,1,4,1,0,1.0,289,0,0,0,0,0
239000,66.0,7399,649.0,326.0,975.0,975,1950,0.0,2,1,3,1,1,2.0,0,10,0,198,0,0
175000,90.0,11700,384.0,143.0,702.0,702,1743,0.0,1,2,3,1,1,2.0,224,0,0,0,0,0
158500,80.0,14000,0.0,1092.0,1092.0,0,1152,0.0,1,0,3,1,1,1.0,0,36,0,0,0,0
157000,90.0,15750,841.0,324.0,1165.0,0,1336,1.0,1,0,2,1,2,1.0,0,0,0,0,0,0
267000,66.0,16226,281.0,747.0,1028.0,1242,2452,0.0,2,1,4,1,1,2.0,208,50,0,0,0,0
205000,118.0,13704,0.0,1541.0,1541.0,0,1541,0.0,2,0,3,1,1,3.0,468,81,0,0,0,0
149900,70.0,9800,894.0,0.0,894.0,0,894,1.0,1,0,3,1,0,2.0,256,0,0,0,0,0
295000,87.0,18386,0.0,1470.0,1470.0,1818,3493,0.0,3,0,3,1,1,3.0,302,0,0,0,0,0
305900,80.0,10386,1464.0,536.0,2000.0,0,2000,1.0,2,0,3,1,0,3.0,168,0,0,0,0,0
225000,116.0,13474,700.0,0.0,700.0,1121,2243,1.0,2,1,4,1,1,3.0,127,44,224,0,0,0
89500,70.04995836802665,7920,0.0,319.0,319.0,371,1406,0.0,1,0,3,1,0,0.0,0,144,0,0,0,0
82500,70.04995836802665,12342,262.0,599.0,861.0,0,861,0.0,1,0,1,1,0,2.0,158,0,0,0,0,0
360000,90.0,12378,1274.0,622.0,1896.0,0,1944,1.0,2,0,3,1,3,3.0,208,175,0,0,0,0
165600,70.04995836802665,7685,518.0,179.0,697.0,804,1501,0.0,2,1,3,1,1,2.0,190,63,0,0,0,0
132000,50.0,8000,680.0,292.0,972.0,0,972,1.0,1,0,2,1,1,1.0,0,0,0,0,0,0
119900,65.0,7800,507.0,286.0,793.0,325,1118,1.0,1,0,3,1,1,2.0,0,0,0,271,0,0
375000,150.0,215245,1236.0,80.0,2136.0,0,2036,2.0,2,0,3,1,2,2.0,0,0,0,0,0,0
178000,60.0,9600,16.0,712.0,728.0,809,1641,0.0,1,1,3,1,1,2.0,0,0,234,0,0,0
188500,71.0,7795,425.0,291.0,716.0,716,1432,1.0,2,1,3,1,1,2.0,100,51,0,0,0,0
260000,94.0,13005,692.0,153.0,845.0,1200,2353,1.0,2,1,4,1,1,2.0,288,195,0,0,0,0
270000,75.0,9000,0.0,1088.0,1088.0,871,1959,0.0,2,1,3,1,1,3.0,208,46,0,0,0,0
260000,90.0,9900,987.0,360.0,1347.0,1274,2646,1.0,2,1,4,1,1,3.0,340,60,144,0,0,0
187500,70.04995836802665,14115,1036.0,336.0,1372.0,0,1472,1.0,2,0,3,1,2,2.0,233,48,0,0,0,0
342643,111.0,16259,0.0,1249.0,1249.0,1347,2596,0.0,3,1,4,1,0,3.0,240,154,0,0,0,0
354000,99.0,12099,970.0,166.0,1136.0,1332,2468,1.0,2,1,4,1,1,3.0,184,154,0,0,0,0
301000,86.0,10380,28.0,0.0,1502.0,1177,2730,1.0,2,1,4,1,1,2.0,201,96,0,0,0,0
126175,49.0,5820,256.0,906.0,1162.0,0,1163,1.0,1,0,3,1,0,1.0,142,98,0,0,0,0
242000,96.0,11275,0.0,710.0,710.0,1080,2978,0.0,2,1,5,1,1,2.0,240,0,0,0,0,0
87000,50.0,5000,116.0,604.0,720.0,0,803,0.0,1,0,2,1,0,2.0,0,0,244,0,0,0
324000,32.0,10846,1619.0,100.0,1719.0,0,1719,2.0,1,1,1,1,2,2.0,122,30,0,0,0,0
145250,80.0,11600,565.0,818.0,1383.0,0,1383,0.0,1,1,3,1,0,1.0,0,45,0,0,0,0
214500,70.04995836802665,11888,0.0,844.0,844.0,689,2134,0.0,2,0,5,1,0,2.0,0,60,268,0,0,0
78000,60.0,6402,0.0,596.0,596.0,596,1192,0.0,1,0,3,1,0,1.0,0,0,137,0,0,0
119000,70.04995836802665,10624,40.0,1424.0,1728.0,0,1728,0.0,2,0,6,2,0,1.0,155,0,0,0,0,0
139000,70.0,8176,846.0,210.0,1056.0,0,1056,1.0,1,0,3,1,0,1.0,0,0,0,0,0,0
284000,85.0,10655,1124.0,1603.0,3206.0,0,1629,1.0,2,0,3,1,1,3.0,0,0,0,0,0,0
207000,59.0,8198,720.0,638.0,1358.0,0,1358,1.0,2,0,2,1,1,2.0,192,30,0,0,0,0
192000,59.0,9042,828.0,115.0,943.0,695,1638,1.0,2,1,3,1,2,2.0,100,38,0,0,0,0
228950,70.04995836802665,164660,1249.0,103.0,1499.0,167,1786,2.0,2,0,3,1,2,2.0,670,0,0,0,0,700
377426,86.0,14157,1249.0,673.0,1922.0,0,1922,1.0,2,0,3,1,1,3.0,178,51,0,0,0,0
214000,70.0,9135,810.0,726.0,1536.0,0,1536,1.0,2,0,3,1,0,2.0,192,74,0,0,0,0
202500,91.0,14145,213.0,995.0,1208.0,0,1621,1.0,2,0,3,1,0,2.0,108,45,0,0,0,400
155000,66.0,12400,585.0,630.0,1215.0,0,1215,0.0,1,0,3,1,0,1.0,0,0,0,234,0,0
202900,85.0,14191,0.0,967.0,967.0,915,1908,0.0,2,1,4,1,0,2.0,135,0,0,0,0,0
82000,60.0,8400,0.0,721.0,721.0,0,841,0.0,1,0,2,1,0,1.0,250,0,24,0,0,0
87500,70.04995836802665,8544,0.0,0.0,0.0,0,1040,0.0,2,0,2,2,0,2.0,0,0,0,0,0,0
266000,63.0,8849,28.0,1656.0,1684.0,0,1684,0.0,2,0,2,1,1,2.0,495,72,0,0,0,0
85000,36.0,2592,129.0,175.0,536.0,576,1112,0.0,1,1,3,1,0,1.0,182,0,0,0,0,0
140200,65.0,6435,0.0,972.0,972.0,605,1577,0.0,1,0,3,1,1,1.0,0,0,0,0,0,0
151500,70.04995836802665,12772,498.0,460.0,958.0,0,958,0.0,1,0,2,1,0,1.0,0,0,0,0,0,15500
157500,70.04995836802665,17600,1270.0,208.0,1478.0,0,1478,1.0,2,0,3,1,2,2.0,0,40,0,0,0,0
154000,36.0,2448,573.0,191.0,764.0,862,1626,1.0,2,1,2,1,0,2.0,0,27,0,0,0,0
437154,56.0,20431,1410.0,438.0,1848.0,880,2728,1.0,2,1,4,1,2,3.0,0,0,0,0,0,0
318061,68.0,7820,0.0,1869.0,1869.0,0,1869,0.0,2,0,2,1,1,2.0,210,54,0,0,0,0
190000,70.04995836802665,5271,1082.0,371.0,1453.0,0,1453,1.0,1,1,2,1,1,2.0,0,80,0,184,0,0
95000,60.0,9084,236.0,0.0,616.0,495,1111,0.0,1,0,3,1,0,1.0,48,0,0,0,0,0
105900,60.0,8520,0.0,624.0,624.0,0,720,0.0,1,0,2,1,0,2.0,106,0,0,0,0,0
140000,60.0,8400,388.0,552.0,940.0,403,1595,0.0,1,0,2,1,2,1.0,0,0,108,0,0,0
177500,105.0,11249,334.0,322.0,1200.0,0,1200,1.0,2,0,3,1,0,2.0,0,26,0,0,0,0
173000,70.04995836802665,9248,560.0,598.0,1158.0,0,1167,1.0,2,0,3,1,0,2.0,120,26,0,0,0,0
134000,44.0,4224,874.0,268.0,1142.0,0,1142,1.0,1,1,3,1,1,2.0,536,90,0,0,0,0
130000,92.0,6930,300.0,468.0,1062.0,0,1352,0.0,1,0,3,1,0,1.0,168,0,294,0,0,0
280000,78.0,12011,956.0,130.0,1086.0,838,1924,1.0,2,1,3,1,1,2.0,208,75,0,374,0,0
156000,70.04995836802665,7540,773.0,115.0,888.0,0,912,1.0,1,0,2,1,1,2.0,0,0,0,192,0,0
145000,70.04995836802665,9144,399.0,484.0,883.0,517,1505,1.0,1,0,3,1,0,1.0,0,0,0,0,0,0
198500,64.0,7301,0.0,0.0,0.0,1427,1922,0.0,3,0,4,1,1,2.0,0,0,177,0,0,0
118000,21.0,1680,162.0,321.0,483.0,504,987,0.0,1,1,2,1,0,1.0,250,0,0,0,0,0
190000,70.04995836802665,18800,712.0,84.0,796.0,784,1574,1.0,2,1,3,1,1,2.0,306,111,0,0,0,0
147000,59.0,10690,456.0,216.0,672.0,672,1344,0.0,1,0,3,1,0,1.0,0,128,218,0,0,0
159000,70.04995836802665,9500,609.0,785.0,1394.0,0,1394,1.0,1,1,3,1,2,2.0,0,76,0,185,0,0
165000,101.0,9150,371.0,728.0,1099.0,0,1431,0.0,1,0,3,1,1,1.0,64,110,0,0,0,0
132000,78.0,7800,540.0,728.0,1268.0,0,1268,0.0,1,0,2,1,1,1.0,0,98,0,0,0,0
162000,70.04995836802665,9830,72.0,733.0,1063.0,0,1287,1.0,1,0,3,1,1,2.0,364,17,0,182,0,0
172400,70.04995836802665,8121,0.0,953.0,953.0,711,1664,0.0,2,1,3,1,1,2.0,100,40,0,0,0,0
134432,80.0,17120,0.0,0.0,0.0,468,1588,0.0,2,0,4,1,1,2.0,0,59,0,0,0,0
125000,50.0,7175,623.0,0.0,744.0,0,752,1.0,1,0,2,1,0,1.0,353,0,0,90,0,0
123000,79.0,10634,428.0,0.0,608.0,0,1319,1.0,1,0,3,1,0,1.0,66,0,0,0,0,0
219500,65.0,8200,0.0,847.0,847.0,1081,1928,0.0,2,1,4,1,1,2.0,100,48,0,0,0,0
61000,70.04995836802665,10020,350.0,333.0,683.0,0,904,1.0,0,1,1,1,0,0.0,0,0,0,0,0,0
148000,57.0,8846,298.0,572.0,870.0,0,914,0.0,1,0,2,1,0,2.0,0,0,0,0,0,0
340000,102.0,11143,0.0,1580.0,1580.0,886,2466,0.0,3,0,4,1,1,2.0,159,214,0,0,0,0
394432,88.0,11394,1445.0,411.0,1856.0,0,1856,1.0,1,1,1,1,1,3.0,113,0,0,0,0,0
179000,60.0,8123,0.0,982.0,982.0,793,1800,0.0,2,1,3,1,1,2.0,100,63,0,0,0,0
127000,50.0,5000,218.0,808.0,1026.0,665,1691,0.0,2,0,3,1,1,1.0,0,0,242,0,0,0
187750,60.0,7200,0.0,1293.0,1293.0,0,1301,1.0,2,0,2,1,1,2.0,216,121,0,0,0,0
213500,79.0,9245,0.0,939.0,939.0,858,1797,0.0,2,1,3,1,0,2.0,144,53,0,0,0,0
76000,60.0,9000,0.0,784.0,784.0,0,784,0.0,1,0,2,1,0,2.0,0,0,91,0,0,0
240000,70.04995836802665,53107,985.0,595.0,1580.0,874,1953,1.0,2,1,3,1,2,2.0,216,231,0,0,0,0
192000,43.0,3182,24.0,1232.0,1256.0,0,1269,0.0,2,0,2,1,1,2.0,146,20,0,144,0,0
81000,58.0,8410,0.0,658.0,658.0,526,1184,0.0,1,0,5,1,0,0.0,0,151,0,0,0,0
125000,72.0,7200,631.0,410.0,1041.0,0,1125,1.0,1,0,3,1,1,1.0,296,0,0,0,0,0
191000,93.0,9382,0.0,1468.0,1468.0,0,1479,0.0,2,0,3,1,0,2.0,120,25,0,0,0,0
426000,96.0,12474,1280.0,402.0,1682.0,590,2332,1.0,2,1,3,1,1,3.0,196,134,0,0,0,0
119000,50.0,8405,241.0,229.0,861.0,406,1367,1.0,1,0,4,1,0,1.0,0,130,112,0,0,0
215000,71.0,12209,690.0,114.0,804.0,1157,1961,1.0,2,1,3,1,1,2.0,125,192,0,0,0,0
106500,70.04995836802665,8339,0.0,0.0,0.0,0,882,0.0,1,0,3,1,0,1.0,0,0,0,0,0,1200
100000,70.04995836802665,7446,266.0,522.0,788.0,0,788,0.0,1,0,2,1,2,0.0,0,0,0,0,0,0
109000,60.0,10134,0.0,735.0,735.0,299,1034,0.0,1,0,2,1,0,1.0,0,39,0,0,0,0
129000,68.0,9571,739.0,405.0,1144.0,0,1144,1.0,1,0,3,1,0,1.0,44,0,0,0,0,0
123000,60.0,7200,777.0,117.0,894.0,0,894,0.0,1,0,2,1,0,2.0,215,0,0,0,0,0
169500,69.0,7590,540.0,324.0,864.0,936,1812,0.0,2,0,4,1,1,1.0,0,168,0,0,0,0
67000,60.0,8967,0.0,961.0,961.0,0,1077,0.0,1,0,2,1,0,1.0,0,0,0,0,0,0
241000,65.0,8125,812.0,280.0,1092.0,438,1550,1.0,2,0,2,1,0,2.0,0,168,0,0,0,0
245500,38.0,14963,786.0,474.0,1260.0,0,1288,1.0,1,1,1,1,2,2.0,120,30,0,224,0,0
164990,65.0,8767,24.0,1286.0,1310.0,0,1310,0.0,2,0,3,1,1,2.0,0,0,0,0,0,0
108000,60.0,10200,0.0,672.0,672.0,0,672,0.0,1,0,2,1,0,1.0,168,0,0,0,0,0
258000,93.0,12090,0.0,1141.0,1141.0,1098,2263,0.0,2,1,4,1,1,2.0,144,123,0,0,0,0
168000,70.04995836802665,10364,0.0,806.0,806.0,766,1572,0.0,2,1,3,1,1,2.0,0,40,0,0,0,0
150000,70.04995836802665,9991,1116.0,165.0,1281.0,0,1620,1.0,2,0,3,1,1,2.0,120,78,0,0,0,0
115000,51.0,10480,0.0,1064.0,1064.0,0,1639,0.0,1,0,3,1,0,1.0,0,0,0,0,0,0
177000,63.0,15576,0.0,840.0,840.0,840,1680,0.0,2,0,4,1,0,1.0,0,0,160,0,0,0
280000,109.0,14154,0.0,1063.0,1063.0,1101,2172,0.0,2,1,3,1,1,3.0,192,62,0,0,0,0
339750,85.0,10800,789.0,245.0,1034.0,1028,2078,1.0,2,1,3,1,1,3.0,0,102,0,0,0,0
60000,68.0,9571,0.0,1276.0,1276.0,0,1276,0.0,1,0,3,1,0,1.0,0,0,0,0,0,0
145000,100.0,34650,1056.0,0.0,1056.0,0,1056,1.0,1,0,3,1,0,2.0,264,0,0,0,0,0
222000,70.04995836802665,4403,578.0,892.0,1470.0,0,1478,1.0,2,1,2,1,1,2.0,0,144,0,0,0,0
115000,56.0,8960,0.0,1008.0,1008.0,0,1028,0.0,1,0,2,1,1,2.0,0,0,130,0,0,0
228000,59.0,11228,50.0,499.0,1080.0,1017,2097,0.0,2,1,3,1,1,3.0,196,187,0,0,0,0
181134,73.0,8899,24.0,1316.0,1340.0,0,1340,0.0,2,0,3,1,0,2.0,100,30,0,0,0,0
149500,74.0,7844,209.0,463.0,672.0,728,1400,0.0,1,1,3,1,1,2.0,0,0,0,0,0,0
239000,86.0,22420,1128.0,242.0,1370.0,1254,2624,1.0,2,1,4,1,1,3.0,0,0,0,0,0,0
126000,60.0,8160,312.0,444.0,756.0,378,1134,1.0,1,1,3,1,0,1.0,0,0,0,0,0,0
142000,65.0,8450,775.0,281.0,1056.0,0,1056,1.0,1,0,3,1,1,1.0,0,85,184,0,0,0
206300,78.0,7060,1309.0,35.0,1344.0,0,1344,2.0,2,0,2,2,0,4.0,0,0,0,0,0,0
215000,70.04995836802665,16635,1246.0,356.0,1602.0,0,1602,0.0,2,0,3,1,1,2.0,240,0,0,0,0,0
113000,100.0,21750,0.0,988.0,988.0,0,988,0.0,1,0,2,1,0,2.0,0,0,0,0,0,0
315000,80.0,9200,986.0,484.0,1470.0,1160,2630,1.0,2,1,4,1,1,3.0,0,66,0,0,0,0
139000,72.0,9000,616.0,580.0,1196.0,0,1196,1.0,1,0,2,1,1,1.0,0,44,0,0,0,0
135000,60.0,3378,0.0,651.0,651.0,682,1389,0.0,1,1,3,1,2,1.0,0,0,126,0,0,0
275000,70.04995836802665,12800,1518.0,0.0,1518.0,0,1644,1.0,2,0,2,1,1,2.0,80,0,0,396,0,0
109008,77.0,8593,288.0,619.0,907.0,0,907,0.0,1,0,3,1,0,1.0,0,0,0,0,0,0
195400,64.0,6762,664.0,544.0,1208.0,0,1208,1.0,2,0,2,1,0,2.0,105,54,0,0,0,0
175000,130.0,11457,1005.0,387.0,1392.0,0,1412,1.0,2,0,3,1,1,2.0,0,0,169,0,0,0
85400,21.0,1680,387.0,96.0,483.0,504,987,0.0,1,1,2,1,0,1.0,0,0,0,0,0,0
79900,60.0,5586,0.0,901.0,901.0,110,1198,0.0,1,0,4,1,0,0.0,0,98,0,0,0,0
122500,24.0,1920,471.0,294.0,765.0,600,1365,1.0,1,1,2,1,0,2.0,240,36,0,0,0,0
181000,100.0,10839,0.0,926.0,926.0,678,1604,0.0,2,1,3,1,1,2.0,0,36,0,0,0,0
81000,21.0,1890,495.0,135.0,630.0,0,630,1.0,1,0,1,1,0,0.0,88,0,0,0,0,0
212000,43.0,10667,385.0,70.0,799.0,834,1661,1.0,2,1,3,1,1,2.0,158,61,0,0,0,0
116000,40.0,4400,0.0,648.0,648.0,384,1118,0.0,1,0,2,1,0,2.0,0,0,0,0,0,0
119000,50.0,6000,0.0,884.0,884.0,0,904,0.0,1,0,2,1,0,1.0,0,0,105,0,0,0
90350,40.0,4280,365.0,75.0,440.0,0,694,0.0,1,0,2,1,1,1.0,0,0,34,0,0,0
110000,67.0,12354,0.0,684.0,684.0,512,1196,0.0,1,0,3,1,0,2.0,0,46,0,0,0,800
555000,105.0,15431,1767.0,788.0,3094.0,0,2402,1.0,2,0,2,1,2,3.0,0,72,0,170,0,0
118000,92.0,12108,133.0,1307.0,1440.0,0,1440,0.0,2,0,4,2,0,0.0,0,0,0,0,0,0
162900,52.0,6240,0.0,1078.0,1078.0,445,1573,0.0,2,0,3,1,1,2.0,0,0,0,0,0,0
172500,53.0,3922,0.0,1258.0,1258.0,0,1258,0.0,2,0,2,1,1,3.0,144,16,0,0,0,0
210000,70.0,8750,642.0,273.0,915.0,975,1908,1.0,2,1,4,1,1,2.0,144,133,0,0,0,0
127500,73.0,9855,0.0,1436.0,1436.0,0,1689,0.0,1,0,3,1,1,2.0,0,0,0,0,0,0
190000,137.0,16492,247.0,557.0,1517.0,0,1888,0.0,2,1,2,1,1,2.0,0,0,0,0,0,0
199900,70.04995836802665,11214,0.0,930.0,930.0,930,1886,0.0,2,1,4,1,1,2.0,89,0,0,0,0,0
119500,50.0,8600,0.0,780.0,780.0,596,1376,0.0,2,0,3,1,1,1.0,0,0,0,0,0,0
120000,50.0,6000,331.0,318.0,649.0,504,1183,0.0,1,1,2,1,0,1.0,0,176,0,0,0,0
110000,70.0,5684,0.0,813.0,813.0,0,813,0.0,1,0,2,1,0,1.0,0,113,0,0,0,0
280000,62.0,70761,655.0,878.0,1533.0,0,1533,1.0,2,0,2,1,2,2.0,200,54,0,0,0,0
204000,70.04995836802665,9303,742.0,130.0,872.0,868,1756,1.0,2,1,3,1,0,2.0,144,122,0,0,0,0
210000,75.0,9000,0.0,768.0,768.0,804,1590,0.0,2,1,3,1,0,2.0,0,30,0,0,0,0
188000,63.0,9297,1606.0,122.0,1728.0,0,1728,2.0,2,0,4,2,0,2.0,0,0,0,0,0,0
175500,80.0,9600,916.0,326.0,1242.0,0,1242,0.0,1,1,3,1,1,2.0,0,0,0,0,0,0
98000,34.0,4571,0.0,624.0,624.0,720,1344,0.0,1,0,4,1,0,3.0,0,0,96,0,0,0
256000,70.04995836802665,53227,1116.0,248.0,1364.0,0,1663,1.0,1,0,2,1,2,2.0,224,137,0,0,0,0
161000,70.04995836802665,5100,0.0,588.0,588.0,833,1666,0.0,1,0,3,1,1,1.0,192,63,0,0,0,0
110000,70.04995836802665,7015,185.0,524.0,709.0,224,1203,1.0,1,0,3,1,1,1.0,0,0,248,0,0,0
263435,75.0,8004,544.0,288.0,832.0,1103,1935,1.0,2,1,3,1,0,2.0,0,150,0,0,0,0
155000,60.0,7200,350.0,0.0,560.0,560,1135,1.0,1,0,3,1,0,2.0,256,0,0,0,0,0
62383,60.0,8281,553.0,0.0,864.0,0,864,0.0,1,0,3,1,1,1.0,0,0,236,0,0,0
188700,74.0,11988,326.0,389.0,715.0,811,1660,0.0,1,1,3,1,1,1.0,0,0,0,0,0,0
124000,60.0,8430,616.0,424.0,1040.0,0,1040,0.0,2,0,3,1,0,0.0,0,0,0,0,0,0
178740,70.04995836802665,3072,0.0,1375.0,1375.0,0,1414,0.0,2,0,2,1,1,2.0,144,20,0,0,0,0
167000,85.0,10628,778.0,499.0,1277.0,0,1277,1.0,1,0,2,1,1,2.0,0,0,0,176,0,0
146500,79.0,9480,386.0,342.0,728.0,756,1644,0.0,1,1,3,1,2,1.0,168,0,0,0,0,0
250000,98.0,11428,0.0,1626.0,1626.0,0,1634,0.0,2,0,3,1,1,3.0,0,44,0,0,0,0
